Periodo,Mes,Institucion,Sector,Subsector,Molecula,Producto_Referencia,Presentacion_Sintetica,Unidades_Sell_Out_Sinteticas,Precio_Unitario_Sintetico_MXN,Importe_Sell_Out_Sintetico_MXN,Objetivo_Unidades,Cumplimiento_vs_Objetivo_pct,Variacion_MoM_pct,Pacientes_Estimados,Dias_Stock_Out,Inventario_Cierre_Unidades,Cobertura_Dias_Estimada,KPI_Auditoria,Nivel_Oportunidad
2026-02,Febrero,Hospital Regional 1° de Octubre,ISSSTE,Hospital Regional,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,7,25800,180600,6,1.1667,1.5714,7,0,16,68.6,Verde,Mantener / expandir
2026-02,Febrero,Hospital Regional Lic. Adolfo López Mateos,ISSSTE,Hospital Regional,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,5,25800,129000,5,1,0.6111,5,0,11,66,Amarillo,Seguimiento
2026-02,Febrero,Hospital Regional Lic. Adolfo López Mateos,ISSSTE,Hospital Regional,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,4,25800,103200,4,1,0.6111,4,0,13,97.5,Amarillo,Seguimiento
2026-02,Febrero,Hospital Regional Lic. Adolfo López Mateos,ISSSTE,Hospital Regional,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,5,25800,129000,5,1,0.6111,5,0,11,66,Amarillo,Seguimiento
2026-02,Febrero,Hospital Regional Lic. Adolfo López Mateos,ISSSTE,Hospital Regional,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,8,25800,206400,9,0.8889,0.6111,8,1,19,71.2,Rojo,Intervención comercial / acceso
2026-02,Febrero,Hospital Regional Lic. Adolfo López Mateos,ISSSTE,Hospital Regional,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,7,25800,180600,7,1,0.6111,7,0,16,68.6,Amarillo,Seguimiento
2026-02,Febrero,Hospital General Ajusco Medio Dra. Obdulia Rodríguez Rodríguez,SEDESA / IMSS-BIENESTAR CDMX,Hospital General,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,1,25800,25800,1,1,-0.6667,1,0,4,120,Amarillo,Seguimiento
2026-02,Febrero,Hospital General Dr. Rubén Leñero,SEDESA / IMSS-BIENESTAR CDMX,Hospital General,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,4,25800,103200,4,1,1.3333,4,0,13,97.5,Amarillo,Seguimiento
2026-02,Febrero,Hospital General Dr. Rubén Leñero,SEDESA / IMSS-BIENESTAR CDMX,Hospital General,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,7,25800,180600,7,1,1.3333,7,0,15,64.3,Amarillo,Seguimiento
2026-02,Febrero,Hospital General Dr. Rubén Leñero,SEDESA / IMSS-BIENESTAR CDMX,Hospital General,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,3,25800,77400,3,1,1.3333,3,1,15,150,Amarillo,Seguimiento
2026-02,Febrero,Hospital General Iztapalapa Dr. Juan Ramón de la Fuente,SEDESA / IMSS-BIENESTAR CDMX,Hospital General,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,1,25800,25800,1,1,,1,0,4,120,Amarillo,Seguimiento
2026-02,Febrero,Hospital General La Villa,SEDESA / IMSS-BIENESTAR CDMX,Hospital General,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,3,25800,77400,7,0.4286,,3,0,10,100,Rojo,Intervención comercial / acceso
2026-02,Febrero,Hospital General de Balbuena,SEDESA / IMSS-BIENESTAR CDMX,Hospital General,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,7,25800,180600,7,1,,7,0,18,77.1,Amarillo,Seguimiento
2026-02,Febrero,Hospital General de Balbuena,SEDESA / IMSS-BIENESTAR CDMX,Hospital General,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,1,25800,25800,5,0.2,,1,2,3,90,Rojo,Intervención comercial / acceso
2026-02,Febrero,Hospital General de Balbuena,SEDESA / IMSS-BIENESTAR CDMX,Hospital General,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,3,25800,77400,6,0.5,,3,2,9,90,Rojo,Intervención comercial / acceso
2026-02,Febrero,Hospital General de Milpa Alta,SEDESA / IMSS-BIENESTAR CDMX,Hospital General,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,2,25800,51600,2,1,0,2,0,6,90,Amarillo,Seguimiento
2026-02,Febrero,Hospital General de Tláhuac Dra. Matilde Petra Montoya Lafragua,SEDESA / IMSS-BIENESTAR CDMX,Hospital General,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,2,25800,51600,2,1,0.2857,2,0,6,90,Amarillo,Seguimiento
2026-02,Febrero,Hospital General de Tláhuac Dra. Matilde Petra Montoya Lafragua,SEDESA / IMSS-BIENESTAR CDMX,Hospital General,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,7,25800,180600,7,1,0.2857,7,0,12,51.4,Amarillo,Seguimiento
2026-02,Febrero,Hospital General de Xoco,SEDESA / IMSS-BIENESTAR CDMX,Hospital General,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,7,25800,180600,7,1,-0.5333,7,0,15,64.3,Amarillo,Seguimiento
2026-02,Febrero,Hospital Materno Infantil Tláhuac,SEDESA / IMSS-BIENESTAR CDMX,Hospital Materno Infantil,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,3,25800,77400,3,1,-0.4,3,1,5,50,Amarillo,Seguimiento
2026-02,Febrero,Hospital Pediátrico Coyoacán,SEDESA / IMSS-BIENESTAR CDMX,Hospital Pediátrico,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,1,25800,25800,1,1,,1,0,5,150,Amarillo,Seguimiento
2026-02,Febrero,Hospital Pediátrico Iztapalapa,SEDESA / IMSS-BIENESTAR CDMX,Hospital Pediátrico,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,1,25800,25800,1,1,0,1,0,4,120,Amarillo,Seguimiento
2026-02,Febrero,Hospital Pediátrico La Villa,SEDESA / IMSS-BIENESTAR CDMX,Hospital Pediátrico,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,1,25800,25800,1,1,0,1,1,0,0,Amarillo,Seguimiento
2026-02,Febrero,Hospital Pediátrico San Juan de Aragón,SEDESA / IMSS-BIENESTAR CDMX,Hospital Pediátrico,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,1,25800,25800,1,1,,1,0,2,60,Amarillo,Seguimiento
2026-02,Febrero,Hospital General Dr. Manuel Gea González,Secretaría de Salud Federal,Hospital Federal de Referencia,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,4,25800,103200,4,1,,4,1,8,60,Amarillo,Seguimiento
2026-02,Febrero,Hospital General de México Dr. Eduardo Liceaga,Secretaría de Salud Federal,Hospital Federal de Referencia,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,9,25800,232200,9,1,5.875,9,0,20,66.7,Amarillo,Seguimiento
2026-02,Febrero,Hospital General de México Dr. Eduardo Liceaga,Secretaría de Salud Federal,Hospital Federal de Referencia,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,11,25800,283800,13,0.8462,5.875,11,3,27,73.6,Rojo,Intervención comercial / acceso
2026-02,Febrero,Hospital General de México Dr. Eduardo Liceaga,Secretaría de Salud Federal,Hospital Federal de Referencia,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,10,25800,258000,9,1.1111,5.875,10,0,24,72,Verde,Mantener / expandir
2026-02,Febrero,Hospital General de México Dr. Eduardo Liceaga,Secretaría de Salud Federal,Hospital Federal de Referencia,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,10,25800,258000,11,0.9091,5.875,10,0,24,72,Rojo,Intervención comercial / acceso
2026-02,Febrero,Hospital General de México Dr. Eduardo Liceaga,Secretaría de Salud Federal,Hospital Federal de Referencia,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,8,25800,206400,9,0.8889,5.875,8,1,20,75,Rojo,Intervención comercial / acceso
2026-02,Febrero,Hospital General de México Dr. Eduardo Liceaga,Secretaría de Salud Federal,Hospital Federal de Referencia,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,7,25800,180600,8,0.875,5.875,7,1,18,77.1,Rojo,Intervención comercial / acceso
2026-02,Febrero,Hospital Juárez de México,Secretaría de Salud Federal,Hospital Federal de Referencia,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,7,25800,180600,8,0.875,-0.0952,7,3,15,64.3,Rojo,Intervención comercial / acceso
2026-02,Febrero,Hospital Juárez de México,Secretaría de Salud Federal,Hospital Federal de Referencia,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,3,25800,77400,4,0.75,-0.0952,3,1,10,100,Rojo,Intervención comercial / acceso
2026-02,Febrero,Hospital Juárez de México,Secretaría de Salud Federal,Hospital Federal de Referencia,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,9,25800,232200,9,1,-0.0952,9,1,22,73.3,Amarillo,Seguimiento
2026-02,Febrero,Hospital Nacional Homeopático,Secretaría de Salud Federal,Hospital Federal de Referencia,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,2,25800,51600,2,1,,2,0,7,105,Amarillo,Seguimiento
2026-02,Febrero,Hospital de la Mujer,Secretaría de Salud Federal,Hospital Federal de Referencia,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,1,25800,25800,1,1,-0.6667,1,0,4,120,Amarillo,Seguimiento
2026-02,Febrero,Instituto Nacional de Cancerología,Secretaría de Salud Federal,Instituto Nacional de Salud,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,3,25800,77400,5,0.6,0.1429,3,0,4,40,Rojo,Intervención comercial / acceso
2026-02,Febrero,Instituto Nacional de Cancerología,Secretaría de Salud Federal,Instituto Nacional de Salud,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,2,25800,51600,2,1,0.1429,2,0,5,75,Amarillo,Seguimiento
2026-02,Febrero,Instituto Nacional de Cancerología,Secretaría de Salud Federal,Instituto Nacional de Salud,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,3,25800,77400,3,1,0.1429,3,0,8,80,Amarillo,Seguimiento
2026-02,Febrero,Instituto Nacional de Ciencias Médicas y Nutrición Salvador Zubirán,Secretaría de Salud Federal,Instituto Nacional de Salud,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,7,25800,180600,8,0.875,-0.4167,7,1,13,55.7,Rojo,Intervención comercial / acceso
2026-02,Febrero,Instituto Nacional de Enfermedades Respiratorias Ismael Cosío Villegas,Secretaría de Salud Federal,Instituto Nacional de Salud,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,12,25800,309600,16,0.75,0.449,12,3,25,62.5,Rojo,Intervención comercial / acceso
2026-02,Febrero,Instituto Nacional de Enfermedades Respiratorias Ismael Cosío Villegas,Secretaría de Salud Federal,Instituto Nacional de Salud,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,17,25800,438600,19,0.8947,0.449,17,2,34,60,Rojo,Intervención comercial / acceso
2026-02,Febrero,Instituto Nacional de Enfermedades Respiratorias Ismael Cosío Villegas,Secretaría de Salud Federal,Instituto Nacional de Salud,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,14,25800,361200,13,1.0769,0.449,14,0,33,70.7,Verde,Mantener / expandir
2026-02,Febrero,Instituto Nacional de Enfermedades Respiratorias Ismael Cosío Villegas,Secretaría de Salud Federal,Instituto Nacional de Salud,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,10,25800,258000,10,1,0.449,10,0,24,72,Amarillo,Seguimiento
2026-02,Febrero,Instituto Nacional de Enfermedades Respiratorias Ismael Cosío Villegas,Secretaría de Salud Federal,Instituto Nacional de Salud,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,9,25800,232200,10,0.9,0.449,9,1,21,70,Rojo,Intervención comercial / acceso
2026-02,Febrero,Instituto Nacional de Enfermedades Respiratorias Ismael Cosío Villegas,Secretaría de Salud Federal,Instituto Nacional de Salud,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,9,25800,232200,8,1.125,0.449,9,0,25,83.3,Verde,Mantener / expandir
2026-02,Febrero,Instituto Nacional de Neurología y Neurocirugía Manuel Velasco Suárez,Secretaría de Salud Federal,Instituto Nacional de Salud,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,2,25800,51600,2,1,,2,0,3,45,Amarillo,Seguimiento
2026-02,Febrero,Instituto Nacional de Neurología y Neurocirugía Manuel Velasco Suárez,Secretaría de Salud Federal,Instituto Nacional de Salud,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,2,25800,51600,2,1,,2,0,6,90,Amarillo,Seguimiento
2026-02,Febrero,Instituto Nacional de Pediatría,Secretaría de Salud Federal,Instituto Nacional de Salud / Pediatría,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,2,25800,51600,2,1,,2,1,5,75,Amarillo,Seguimiento
2026-03,Marzo,UMAE Hospital General CMN La Raza Dr. Gaudencio González Garza,IMSS,UMAE / Alta Especialidad,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,13,25800,335400,15,0.8667,2.6667,13,2,27,62.3,Rojo,Intervención comercial / acceso
2026-03,Marzo,UMAE Hospital General CMN La Raza Dr. Gaudencio González Garza,IMSS,UMAE / Alta Especialidad,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,11,25800,283800,15,0.7333,2.6667,11,2,18,49.1,Rojo,Intervención comercial / acceso
2026-03,Marzo,UMAE Hospital General CMN La Raza Dr. Gaudencio González Garza,IMSS,UMAE / Alta Especialidad,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,9,25800,232200,9,1,2.6667,9,0,23,76.7,Amarillo,Seguimiento
2026-03,Marzo,UMAE Hospital de Cardiología CMN Siglo XXI,IMSS,UMAE / Alta Especialidad,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,4,25800,103200,5,0.8,0.4,4,2,5,37.5,Rojo,Intervención comercial / acceso
2026-03,Marzo,UMAE Hospital de Cardiología CMN Siglo XXI,IMSS,UMAE / Alta Especialidad,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,3,25800,77400,3,1,0.4,3,0,8,80,Amarillo,Seguimiento
2026-03,Marzo,UMAE Hospital de Especialidades CMN La Raza Dr. Antonio Fraga Mouret,IMSS,UMAE / Alta Especialidad,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,9,25800,232200,10,0.9,0.5833,9,2,20,66.7,Rojo,Intervención comercial / acceso
2026-03,Marzo,UMAE Hospital de Especialidades CMN La Raza Dr. Antonio Fraga Mouret,IMSS,UMAE / Alta Especialidad,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,10,25800,258000,11,0.9091,0.5833,10,0,26,78,Rojo,Intervención comercial / acceso
2026-03,Marzo,UMAE Hospital de Especialidades CMN La Raza Dr. Antonio Fraga Mouret,IMSS,UMAE / Alta Especialidad,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,8,25800,206400,8,1,0.5833,8,1,20,75,Amarillo,Seguimiento
2026-03,Marzo,UMAE Hospital de Especialidades CMN La Raza Dr. Antonio Fraga Mouret,IMSS,UMAE / Alta Especialidad,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,5,25800,129000,5,1,0.5833,5,0,16,96,Amarillo,Seguimiento
2026-03,Marzo,UMAE Hospital de Especialidades CMN La Raza Dr. Antonio Fraga Mouret,IMSS,UMAE / Alta Especialidad,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,6,25800,154800,7,0.8571,0.5833,6,0,14,70,Rojo,Intervención comercial / acceso
2026-03,Marzo,UMAE Hospital de Especialidades CMN Siglo XXI Dr. Bernardo Sepúlveda,IMSS,UMAE / Alta Especialidad,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,7,25800,180600,7,1,0.5349,7,0,23,98.6,Amarillo,Seguimiento
2026-03,Marzo,UMAE Hospital de Especialidades CMN Siglo XXI Dr. Bernardo Sepúlveda,IMSS,UMAE / Alta Especialidad,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,13,25800,335400,14,0.9286,0.5349,13,0,29,66.9,Rojo,Intervención comercial / acceso
2026-03,Marzo,UMAE Hospital de Especialidades CMN Siglo XXI Dr. Bernardo Sepúlveda,IMSS,UMAE / Alta Especialidad,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,11,25800,283800,12,0.9167,0.5349,11,1,22,60,Rojo,Intervención comercial / acceso
2026-03,Marzo,UMAE Hospital de Especialidades CMN Siglo XXI Dr. Bernardo Sepúlveda,IMSS,UMAE / Alta Especialidad,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,5,25800,129000,6,0.8333,0.5349,5,2,9,54,Rojo,Intervención comercial / acceso
2026-03,Marzo,UMAE Hospital de Especialidades CMN Siglo XXI Dr. Bernardo Sepúlveda,IMSS,UMAE / Alta Especialidad,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,8,25800,206400,9,0.8889,0.5349,8,4,16,60,Rojo,Intervención comercial / acceso
2026-03,Marzo,UMAE Hospital de Especialidades CMN Siglo XXI Dr. Bernardo Sepúlveda,IMSS,UMAE / Alta Especialidad,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,6,25800,154800,6,1,0.5349,6,0,13,65,Amarillo,Seguimiento
2026-03,Marzo,UMAE Hospital de Especialidades CMN Siglo XXI Dr. Bernardo Sepúlveda,IMSS,UMAE / Alta Especialidad,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,16,25800,412800,16,1,0.5349,16,0,33,61.9,Amarillo,Seguimiento
2026-03,Marzo,UMAE Hospital de Pediatría CMN Siglo XXI Dr. Silvestre Frenk Freund,IMSS,UMAE / Pediatría,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,3,25800,77400,6,0.5,0.6667,3,3,7,70,Rojo,Intervención comercial / acceso
2026-03,Marzo,UMAE Hospital de Pediatría CMN Siglo XXI Dr. Silvestre Frenk Freund,IMSS,UMAE / Pediatría,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,2,25800,51600,2,1,0.6667,2,0,8,120,Amarillo,Seguimiento
2026-03,Marzo,UMAE Hospital de Traumatología y Ortopedia Victorio de la Fuente Narváez,IMSS,UMAE / Traumatología y Ortopedia,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,3,25800,77400,6,0.5,0.5,3,0,6,60,Rojo,Intervención comercial / acceso
2026-03,Marzo,Centro Médico Nacional 20 de Noviembre,ISSSTE,Centro Médico Nacional,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,11,25800,283800,11,1,0.2857,11,0,28,76.4,Amarillo,Seguimiento
2026-03,Marzo,Centro Médico Nacional 20 de Noviembre,ISSSTE,Centro Médico Nacional,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,3,25800,77400,5,0.6,0.2857,3,2,9,90,Rojo,Intervención comercial / acceso
2026-03,Marzo,Centro Médico Nacional 20 de Noviembre,ISSSTE,Centro Médico Nacional,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,13,25800,335400,15,0.8667,0.2857,13,2,27,62.3,Rojo,Intervención comercial / acceso
2026-03,Marzo,Hospital General Darío Fernández Fierro,ISSSTE,Hospital General,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,4,25800,103200,4,1,0,4,0,11,82.5,Amarillo,Seguimiento
2026-03,Marzo,Hospital General Darío Fernández Fierro,ISSSTE,Hospital General,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,3,25800,77400,3,1,0,3,0,6,60,Amarillo,Seguimiento
2026-03,Marzo,Hospital General Tacuba,ISSSTE,Hospital General,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,3,25800,77400,3,1,-0.2857,3,0,9,90,Amarillo,Seguimiento
2026-03,Marzo,Hospital General Tacuba,ISSSTE,Hospital General,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,2,25800,51600,2,1,-0.2857,2,0,5,75,Amarillo,Seguimiento
2026-03,Marzo,Hospital General Tláhuac ISSSTE,ISSSTE,Hospital General,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,3,25800,77400,3,1,,3,0,8,80,Amarillo,Seguimiento
2026-03,Marzo,Hospital General Tláhuac ISSSTE,ISSSTE,Hospital General,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,7,25800,180600,8,0.875,,7,0,14,60,Rojo,Intervención comercial / acceso
2026-03,Marzo,Hospital Regional 1° de Octubre,ISSSTE,Hospital Regional,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,7,25800,180600,8,0.875,-0.6111,7,1,17,72.9,Rojo,Intervención comercial / acceso
2026-03,Marzo,Hospital Regional Lic. Adolfo López Mateos,ISSSTE,Hospital Regional,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,3,25800,77400,3,1,-0.0345,3,0,11,110,Amarillo,Seguimiento
2026-03,Marzo,Hospital Regional Lic. Adolfo López Mateos,ISSSTE,Hospital Regional,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,7,25800,180600,8,0.875,-0.0345,7,2,17,72.9,Rojo,Intervención comercial / acceso
2026-03,Marzo,Hospital Regional Lic. Adolfo López Mateos,ISSSTE,Hospital Regional,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,11,25800,283800,12,0.9167,-0.0345,11,0,24,65.5,Rojo,Intervención comercial / acceso
2026-03,Marzo,Hospital Regional Lic. Adolfo López Mateos,ISSSTE,Hospital Regional,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,7,25800,180600,8,0.875,-0.0345,7,2,17,72.9,Rojo,Intervención comercial / acceso
2026-03,Marzo,Hospital General Dr. Enrique Cabrera,SEDESA / IMSS-BIENESTAR CDMX,Hospital General,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,2,25800,51600,2,1,,2,0,8,120,Amarillo,Seguimiento
2026-03,Marzo,Hospital General Iztapalapa Dr. Juan Ramón de la Fuente,SEDESA / IMSS-BIENESTAR CDMX,Hospital General,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,2,25800,51600,2,1,1,2,0,3,45,Amarillo,Seguimiento
2026-03,Marzo,Hospital General La Villa,SEDESA / IMSS-BIENESTAR CDMX,Hospital General,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,5,25800,129000,6,0.8333,4.6667,5,1,9,54,Rojo,Intervención comercial / acceso
2026-03,Marzo,Hospital General La Villa,SEDESA / IMSS-BIENESTAR CDMX,Hospital General,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,4,25800,103200,4,1,4.6667,4,0,12,90,Amarillo,Seguimiento
2026-03,Marzo,Hospital General La Villa,SEDESA / IMSS-BIENESTAR CDMX,Hospital General,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,2,25800,51600,2,1,4.6667,2,0,3,45,Amarillo,Seguimiento
2026-03,Marzo,Hospital General La Villa,SEDESA / IMSS-BIENESTAR CDMX,Hospital General,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,6,25800,154800,8,0.75,4.6667,6,4,7,35,Rojo,Intervención comercial / acceso
2026-03,Marzo,Hospital General Ticomán,SEDESA / IMSS-BIENESTAR CDMX,Hospital General,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,2,25800,51600,2,1,,2,0,8,120,Amarillo,Seguimiento
2026-03,Marzo,Hospital General de Balbuena,SEDESA / IMSS-BIENESTAR CDMX,Hospital General,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,1,25800,25800,1,1,-0.6364,1,0,9,270,Amarillo,Seguimiento
2026-03,Marzo,Hospital General de Balbuena,SEDESA / IMSS-BIENESTAR CDMX,Hospital General,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,3,25800,77400,3,1,-0.6364,3,1,3,30,Amarillo,Seguimiento
2026-03,Marzo,Hospital General de Milpa Alta,SEDESA / IMSS-BIENESTAR CDMX,Hospital General,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,1,25800,25800,3,0.3333,-0.5,1,3,3,90,Rojo,Intervención comercial / acceso
2026-03,Marzo,Hospital General de Xoco,SEDESA / IMSS-BIENESTAR CDMX,Hospital General,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,3,25800,77400,3,1,0.7143,3,1,7,70,Amarillo,Seguimiento
2026-03,Marzo,Hospital General de Xoco,SEDESA / IMSS-BIENESTAR CDMX,Hospital General,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,5,25800,129000,6,0.8333,0.7143,5,2,9,54,Rojo,Intervención comercial / acceso
2026-03,Marzo,Hospital General de Xoco,SEDESA / IMSS-BIENESTAR CDMX,Hospital General,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,4,25800,103200,4,1,0.7143,4,0,13,97.5,Amarillo,Seguimiento
2026-03,Marzo,Hospital Materno Infantil Cuautepec,SEDESA / IMSS-BIENESTAR CDMX,Hospital Materno Infantil,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,1,25800,25800,1,1,,1,0,2,60,Amarillo,Seguimiento
2026-03,Marzo,Hospital Materno Pediátrico Xochimilco,SEDESA / IMSS-BIENESTAR CDMX,Hospital Materno Pediátrico,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,1,25800,25800,1,1,,1,0,1,30,Amarillo,Seguimiento
2026-03,Marzo,Hospital Pediátrico Coyoacán,SEDESA / IMSS-BIENESTAR CDMX,Hospital Pediátrico,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,1,25800,25800,1,1,0,1,0,2,60,Amarillo,Seguimiento
2026-03,Marzo,Hospital Pediátrico Iztapalapa,SEDESA / IMSS-BIENESTAR CDMX,Hospital Pediátrico,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,2,25800,51600,2,1,5,2,0,1,15,Amarillo,Seguimiento
2026-03,Marzo,Hospital Pediátrico Iztapalapa,SEDESA / IMSS-BIENESTAR CDMX,Hospital Pediátrico,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,1,25800,25800,1,1,5,1,0,6,180,Amarillo,Seguimiento
